Name,Item Rarity,From,Reachable From/Location
Goblin's Flower,IR9,Forest Goblin Fihgter lvl 39,Outside
Goblin Horn,IR3,Forest Goblin Fihgter lvl 39,Outside
Goblin's Leaf ,IR4,Forest Goblin Fihgter lvl 39,Outside
Clear Spring Water,IR3,Water Spot (X266|Y522),Outside
Healing Drop ,IR7,Water Spot (X266|Y522),Outside
Gala Mushroom ,IR1,Mushroom Spot (X257|Y523),Outside
Quality Gala Mushroom,IR2,Mushroom Spot (X257|Y523),Outside
Baby Herb,IR1,Herb Spot (X253|Y523),Outside
Blue Flower,IR7,Herb Spot (X284|Y519),Outside
Baby Herb,IR1,Herb Spot (X284|Y519),Outside
Deenan Hyssop,IR9,Herb Spot (X284|Y519),Outside
Wild Herb ,IR3,Herb Spot (X284|Y519),Outside
Blue Flower,IR7,Herb Spot (X305|Y518),Outside
Sapphire,IR6,Gathering Spot x273 y526,Outside
Topaz,IR8,Gathering Spot x273 y526,Outside
Marbled Beast Steak,IR7,Boar lvl 1 (x274 y514),Outside
Animal Fur,IR1,Wolf lvl 42,Divine Blossom Terrace lvl 43 (X259|Y508)
Small Fang,IR2,Wolf lvl 42,Divine Blossom Terrace lvl 43 (X259|Y508)
Supple Fur,IR2,Wolf lvl 42,Divine Blossom Terrace lvl 43 (X259|Y508)
Beast Fur,IR8,Grimwarg lvl 43,Divine Blossom Terrace lvl 43 (X259|Y508)
Beast Claw,IR8,Grimwarg lvl 43,Divine Blossom Terrace lvl 43 (X259|Y508)
Beast Leather,IR9,Grimwarg lvl 43,Divine Blossom Terrace lvl 43 (X259|Y508)
Orc Tusk,IR3,Orc Aimer lvl 45,Divine Blossom Terrace lvl 43 (X259|Y508)
Unrefined Demon Wine ,IR4,Orc Soldier lvl43,Divine Blossom Terrace lvl 43 (X259|Y508)
Blue Flower,IR7,Herb Spot (X42|Y-34),Divine Blossom Terrace lvl 43 (X259|Y508)
Baby Herb,IR1,Herb Spot (X42|Y-34),Divine Blossom Terrace lvl 43 (X259|Y508)
Magick Tinged Bone,IR5,Create (X53|Y-63),Divine Blossom Terrace lvl 43 (X259|Y508)
Ape Pelt,IR3,Brute Ape lvl 45,Divine Blossom Terrace lvl 43 (X259|Y508)
Ape Fur,IR3,Brute Ape lvl 45,Divine Blossom Terrace lvl 43 (X259|Y508)
Sharp Claw,IR7,Brute Ape lvl 45,Divine Blossom Terrace lvl 43 (X259|Y508)
Silver Bristle,IR9,Silver Roar lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Mystery Organs,IR10,Silver Roar lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Sharp Claw,IR7,Silver Roar lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Goblin's Flower,IR9,Forest Goblin Fighter lvl 45,Divine Blossom Terrace lvl 43 (X259|Y508)
Goblin Horn,IR3,Forest Goblin Fighter lvl 45,Divine Blossom Terrace lvl 43 (X259|Y508)
Goblin's Leaf ,IR4,Forest Goblin Fighter lvl 45,Divine Blossom Terrace lvl 43 (X259|Y508)
Mutated Bone Lump,IR7,White Chimera lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Pure White Mane,IR9,White Chimera lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
White Lion Pelt,IR9,White Chimera lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Emerald,IR9,Mining Spot (X86|Y-62),Divine Blossom Terrace lvl 43 (X259|Y508)
Agate,IR7,Mining Spot (X86|Y-62),Divine Blossom Terrace lvl 43 (X259|Y508)
Baby Herb,IR1,Herb Spot (X34|Y-71),Divine Blossom Terrace lvl 43 (X259|Y508)
Wild Herb ,IR3,Herb Spot (X34|Y-71),Divine Blossom Terrace lvl 43 (X259|Y508)
Giant Fur,IR4,Troll lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Giant's Horn,IR7,Troll lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Troll's Poisonous Moss,IR4,Troll lvl 50,Divine Blossom Terrace lvl 43 (X259|Y508)
Emerald ,IR9,Chest (X42|Y-117),Divine Blossom Terrace lvl 43 (X259|Y508)
Smooth Leather ,IR7,Chest (X42|Y-117),Divine Blossom Terrace lvl 43 (X259|Y508)
Seabird Syrink,IR60,Siern lvl 43,Divine Blossom Terrace lvl 43 (X259|Y508)
Strong Lizardscale Pelt ,IR60,Giant Saurian Sage lvl 44,Divine Blossom Terrace lvl 43 (X259|Y508)
Saurian Gland ,IR6,Giant Saurian Sage lvl 44,Divine Blossom Terrace lvl 43 (X259|Y508)
Apophyllite,IR4,Giant Saurian Sage lvl 44,Divine Blossom Terrace lvl 43 (X259|Y508)
Saurian Tail ,IR2,Giant Saurian Sage lvl 44,Divine Blossom Terrace lvl 43 (X259|Y508)
Lizardscale Pelt,IR2,Giant Saurian Sage lvl 44,Divine Blossom Terrace lvl 43 (X259|Y508)
Phantom Ore,IR7,Chest (X85|Y-122),Divine Blossom Terrace lvl 43 (X259|Y508)
Cerussite,IR8,Chest (X85|Y-122),Divine Blossom Terrace lvl 43 (X259|Y508)
Dragon Hide,IR8,Behemoth lvl 55,Divine Blossom Terrace lvl 43 (X259|Y508)
Thick Dragonscale,IR9,Behemoth lvl 55,Divine Blossom Terrace lvl 43 (X259|Y508)
Behemoth Fang,IR9,Behemoth lvl 55,Divine Blossom Terrace lvl 43 (X259|Y508)
Orc's War Tusk,IR7,Captin Orc lvl 46,Divine Blossom Terrace lvl 43 (X259|Y508)
Pigeon Blood,IR9,Captin Orc lvl 46,Divine Blossom Terrace lvl 43 (X259|Y508)
Orcish Cloth,IR7,Orc Soldier lvl43,Divine Blossom Terrace lvl 43 (X259|Y508)
Wild Herb ,IR3,Herb Spot (X49|Y-4),Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Marbled Beast Steak,IR7,Eliminator Slay lvl 45,Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Sinister Carrion ,IR9,Undead Warrior lvl 43,Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Rusted Plate ,IR6,Undead Warrior lvl 43,Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Rotten Lump,IR3,Undead Warrior lvl 43,Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Undead Carrion ,IR1,Undead Warrior lvl 43,Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Burial Shroud,IR2,Undead Warrior lvl 43,Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Emerald ,IR9,Mining Spot (X51|Y-19),Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Pearl Mushroom,IR9,Mushroom Spot (X60|Y-13),Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Coconut Scented Milkcap,IR6,Mushroom Spot (X60|Y-13),Divine Blossom Terrace >>> Fairy's Withered Well (X38|Y-89)
Goblin's Leaf,IR4,Forest Goblin lvl 43,Erte Deenan lvl 42 (X314| Y521) 
Goblin's Flower,IR9,Forest Goblin lvl 43,Erte Deenan lvl 42 (X314| Y521) 
Goblin Horn,IR3,Forest Goblin lvl 43,Erte Deenan lvl 42 (X314| Y521) 
Ent Branch,IR4,Ent lvl 45 ,Erte Deenan lvl 42 (X314| Y521) 
Ent Leaf,IR4,Ent lvl 45,Erte Deenan lvl 42 (X314| Y521) 
Ent Seed,IR8,Ent lvl 45,Erte Deenan lvl 42 (X314| Y521) 
Troll's Poisonous Moss,IR4,Troll lvl 48,Erte Deenan lvl 42 (X314| Y521) 
Giant's Horn,IR7,Troll lvl 48,Erte Deenan lvl 42 (X314| Y521) 
Giant Fur,IR4,Troll lvl 48,Erte Deenan lvl 42 (X314| Y521) 
Insect Venom,IR1,Killer Bee lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Clear Insect Wing,IR1,Killer Bee lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Mutated Bone Lump,IR7,Chimera lvl 45,Erte Deenan lvl 42 (X314| Y521) 
Beast's Mane,IR5,Chimera lvl 45,Erte Deenan lvl 42 (X314| Y521) 
Ape Pelt,IR3,Brute Ape lvl 45,Erte Deenan lvl 42 (X314| Y521) 
Bluecurrant,IR8,Chest (X67 Y57),Erte Deenan lvl 42 (X314| Y521) 
King Bay Leaf,IR8,Chest (X67 Y57),Erte Deenan lvl 42 (X314| Y521) 
Orcish Tusk,IR3,Brutal Mogok lvl 51,Erte Deenan lvl 42 (X314| Y521) 
Unrefined Demon Wine,IR4,Brutal Mogok lvl 51,Erte Deenan lvl 42 (X314| Y521) 
Orcish Cloth,IR7,Brutal Mogok lvl 51,Erte Deenan lvl 42 (X314| Y521) 
Orc Decoration,IR9,Brutal Mogok lvl 51,Erte Deenan lvl 42 (X314| Y521) 
Orc's War Tusk,IR7,Orc Captain lvl 49,Erte Deenan lvl 42 (X314| Y521) 
Pigeon Blood,IR9,Orc Captain lvl 49,Erte Deenan lvl 42 (X314| Y521) 
Forest Chernozem,IR7,Chest (X95 Y54),Erte Deenan lvl 42 (X314| Y521) 
Large Fang ,IR5,Dire Wolf lvl 42,Erte Deenan lvl 42 (X314| Y521) 
Strong Animal Leather,IR 5,Dire Wolf lvl 42,Erte Deenan lvl 42 (X314| Y521) 
Blue Flower,IR7,Flower Spot (X94 Y22),Erte Deenan lvl 42 (X314| Y521) 
Deenan Hysop,IR9,Flower Spot (X94 Y22),Erte Deenan lvl 42 (X314| Y521) 
Fluorite ,IR2,Mist Sorcerer lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Mist Gem,IR4,Mist Sorcerer lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Fluorite ,IR2,Mist Priest lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Mist Gem,IR4,Mist Priest lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Fluorite ,IR2,Mist Fighter lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Mist Gem,IR4,Mist Fighter lvl 44,Erte Deenan lvl 42 (X314| Y521) 
Giant Bone,,Mole Troll,Erte Deenan lvl 42 (X314| Y521) 
Troll's Blue Poisonous Mushroom,,Mole Troll,Erte Deenan lvl 42 (X314| Y521) 
Giant Fur,,Mole Troll,Erte Deenan lvl 42 (X314| Y521) 
Goblin's Leaf,IR4,Forest Goblin lvl 43,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Goblins's Flower,IR9,Forest Goblin lvl 43,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Goblin Horn,IR3,Forest Goblin lvl 43,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Harpy Pinion ,IR2,Harpy lvl 40,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Bird Feather,IR1,Harpy lvl 40,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Harpy Flight Feather,IR6,Harpy lvl 40,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Agate,IR7,Mining Spot (X91| Y-47),Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Animal Fur,IR1,Wolf lvl 42,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Small Fang,IR2,Wolf lvl 42,Erte Deenan >>> Le Karvas Lotana lvl 42 (X126| Y31)
Goblin's Leaf,IR4,Forest Goblin lvl 42,Erte Deenan >>> Le Karvas Patiro lvl 42
Goblin's Flower,IR9,Forest Goblin lvl 42,Erte Deenan >>> Le Karvas Patiro lvl 42
Goblin Horn,IR3,Forest Goblin lvl 42,Erte Deenan >>> Le Karvas Patiro lvl 42
Harpy Pinion,IR2,Harpy lvl 40,Erte Deenan >>> Le Karvas Patiro lvl 42
Bird Feather,IR1,Harpy lvl 40,Erte Deenan >>> Le Karvas Patiro lvl 42
Harpy Flight Feather,IR6,Harpy lvl 40,Erte Deenan >>> Le Karvas Patiro lvl 42
Giant Fur,IR4,Troll lvl 48,Erte Deenan >>> Le Karvas Patiro lvl 42
Troll's Poisonous Moss,IR4,Troll lvl 48,Erte Deenan >>> Le Karvas Patiro lvl 42
Giant's Horn,IR7,Troll lvl 48,Erte Deenan >>> Le Karvas Patiro lvl 42
Large Fang,IR5,Dire Wolf lvl 43,Erte Deenan >>> Le Karvas Patiro lvl 42
Strong Animal Leather,IR5,Dire Wolf lvl 43,Erte Deenan >>> Le Karvas Patiro lvl 42
Beast Leather,IR9,Dire Wolf lvl 43,Erte Deenan >>> Le Karvas Patiro lvl 42
Goblin's Leaf,IR4,Forest Goblin lvl 45,Erte Deenan >>> Le Karvas Arma
Goblin's Flower,IR9,Forest Goblin lvl 45,Erte Deenan >>> Le Karvas Arma
Goblin Horn,IR3,Forest Goblin lvl 45,Erte Deenan >>> Le Karvas Arma
Harpy Pinion ,IR2,Harpy lvl 40,Erte Deenan >>> Le Karvas Arma
Bird Feather,IR1,Harpy lvl 40,Erte Deenan >>> Le Karvas Arma
Harpy Flight Feather,IR6,Harpy lvl 40,Erte Deenan >>> Le Karvas Arma
Large Fang,IR5,Dire Wolf lvl 43,Erte Deenan >>> Le Karvas Arma
Strong Animal Leather,IR5,Dire Wolf lvl 43,Erte Deenan >>> Le Karvas Arma
Beast Leather,IR9,Dire Wolf lvl 43,Erte Deenan >>> Le Karvas Arma
Emerald,IR9,Mining Spot (X82 Y-70),Erte Deenan >>> Le Karvas Arma
White wood,IR7,Wood Spot (X41 Y-90),Erte Deenan >>> Le Karvas Arma
Black wood,IR9,Wood Spot (X41 Y-90),Erte Deenan >>> Le Karvas Arma
Demon Wolf's Sinewy Meat,IR45,Warg Lvl 40,Erte Deenan >>> Le Karvas Arma
Topaz,IR8,Chest (X88 Y-115),Erte Deenan >>> Le Karvas Arma
Sapphire,IR6,Chest (X88 Y-115),Erte Deenan >>> Le Karvas Arma
Emerald,IR9,Mining Spot (X82 Y-130),Erte Deenan >>> Le Karvas Arma
Agate,IR7,Mining Spot (X82 Y-130),Erte Deenan >>> Le Karvas Arma
Sapphire,IR6,Mining Spot (X82 Y-130),Erte Deenan >>> Le Karvas Arma
White Shining Sand,IR8,Chest (X90 Y-135),Erte Deenan >>> Le Karvas Arma
Rusted Plate,IR6,Chest (X90 Y-135),Erte Deenan >>> Le Karvas Arma
White Shining Sand,IR8,Chest (X54 Y-169),Erte Deenan >>> Le Karvas Arma
Agate,IR7,Chest  (X63 Y-168),Erte Deenan >>> Le Karvas Arma
Giant Fur,IR4,Mole Troll lvl 48,Erte Deenan >>> Le Karvas Arma
Trolls Poisonous Mushroom,IR4,Mole Troll lvl 48,Erte Deenan >>> Le Karvas Arma
Giants Horn,IR7,Mole Troll lvl 48,Erte Deenan >>> Le Karvas Arma
Beast Fur ,IR8,Grim Warg lvl 48,Erte Deenan >>> Le Karvas Arma
Beast Claw,IR8,Grim Warg lvl 48,Erte Deenan >>> Le Karvas Arma
Beast Leather,IR9,Grim Warg lvl 48,Erte Deenan >>> Le Karvas Arma
Dragon Hide,IR8,Isolated Angules lvl 48,Erte Deenan >>> Le Karvas Arma
Smooth Dragonleather,IR9,Isolated Angules lvl 48,Erte Deenan >>> Le Karvas Arma
Sphinx Hair,?,Sphinx lvl 46,Erte Deenan >>> Le Karvas Arma
Azure Sphinx ,?,?,Erte Deenan >>> Le Karvas Arma
Soft Tetrix,?,chest X70Y-83,Heavenly Terrace lvl 68 (X257|Y524)
Soft Tetrix,?,Chest X64 Y-82,Heavenly Terrace lvl 68 (X257|Y524)
Feather Chiffon,?,Drake Lv ?TBA,Heavenly Terrace lvl 68 (X257|Y524)
Requires Forest Dweller's Key,?,Lv45 Cockatrice,Sacred Spring Terrace  (X221| Y509)
Black Cockatrice Feather,?,Lv45 Cockatrice,Sacred Spring Terrace  (X221| Y509)
Cockatrice Poison Gland,?,Lv45 Cockatrice,Sacred Spring Terrace  (X221| Y509)
Cockatrice Liquor,?,Lv45 Cockatrice,Sacred Spring Terrace  (X221| Y509)
X: 23| Y:-30 (inside dungeon),?,?,Sacred Spring Terrace  (X221| Y509)
Fine Bleached Bone,IR3,Skeleton Knight lvl 42,Sacred Tree Terrace lvl 41 (X270|Y512)
Iron Ore Fargment,IR3,Skeleton Knight lvl 42,Sacred Tree Terrace lvl 41 (X270|Y512)
Rusted Plate,IR6,Skeleton Knight lvl 42,Sacred Tree Terrace lvl 41 (X270|Y512)
Blank Scroll ,IR2,Skeleton Mage lvl 41,Sacred Tree Terrace lvl 41 (X270|Y512)
Dry Bone,IR2,Skeleton Mage lvl 41,Sacred Tree Terrace lvl 41 (X270|Y512)
Magick Tinged Bone,IR5,Skeleton Mage lvl 41,Sacred Tree Terrace lvl 41 (X270|Y512)
Scroll Of Fire,IR5,Flame Skeleton Brute lvl 44,Sacred Tree Terrace lvl 41 (X270|Y512)
Bone Meal,IR10,Flame Skeleton Brute lvl 44,Sacred Tree Terrace lvl 41 (X270|Y512)
Ancient Grimoire,IR7,Skeleton Sorcerer lvl 43,Sacred Tree Terrace lvl 41 (X270|Y512)
Giant Bone ,IR3,Skeleton Cyclops lvl 46,Sacred Tree Terrace lvl 41 (X270|Y512)
Cyclops Tusk,IR5,Skeleton Cyclops lvl 46,Sacred Tree Terrace lvl 41 (X270|Y512)
Bone Meal,IR10,Skeleton Cyclops lvl 46,Sacred Tree Terrace lvl 41 (X270|Y512)
Bluecurrant,IR8,Herb Spot (X76|Y-62),Sacred Tree Terrace lvl 41 (X270|Y512)
Deenan Hyssop,IR9,Herb Spot (X76|Y-62),Sacred Tree Terrace lvl 41 (X270|Y512)
Goblin's Flower,IR9,Forest Goblin lvl 41,Sunset Terrace lvl 41 (X233|Y531)
Goblin Horn,IR3,Forest Goblin lvl 41,Sunset Terrace lvl 41 (X233|Y531)
Goblin's Leaf ,IR4,Forest Goblin lvl 41,Sunset Terrace lvl 41 (X233|Y531)
Pine Lumber,IR6,Logging Spot (X67|Y-54),Sunset Terrace lvl 41 (X233|Y531)
Harpy Pinion,IR2,Harpy lvl 42,Sunset Terrace lvl 41 (X233|Y531)
Harpy Flight Feather ,IR6,Harpy lvl 42,Sunset Terrace lvl 41 (X233|Y531)
Bird Feather,IR1,Harpy lvl 42,Sunset Terrace lvl 41 (X233|Y531)
Ape Pelt,IR3,Brute Ape lvl 44,Sunset Terrace lvl 41 (X233|Y531)
Ape Fur,IR3,Brute Ape lvl 44,Sunset Terrace lvl 41 (X233|Y531)
Sharp Claw,IR7,Brute Ape lvl 44,Sunset Terrace lvl 41 (X233|Y531)
Mutated Bone Lump,IR7,White Chimera lvl 47,Sunset Terrace lvl 41 (X233|Y531)
White Lion Pelt,IR9,White Chimera lvl 47,Sunset Terrace lvl 41 (X233|Y531)
Rusted Plate,IR6,Chest (X92|Y-42),Sunset Terrace lvl 41 (X233|Y531)
Broken Dagger,IR7,Chest (X92|Y-42),Sunset Terrace lvl 41 (X233|Y531)
Gold Ore,IR9,Mining Spot (X91|Y-57),Sunset Terrace lvl 41 (X233|Y531)
Hematite,IR6,Mining Spot (X91|Y-57),Sunset Terrace lvl 41 (X233|Y531)
Blank Scroll,IR2,Book Spot (X96|Y-60),Sunset Terrace lvl 41 (X233|Y531)
Large Simian Thick Pelt,IR4,Dread Ape lvl 47,Sunset Terrace lvl 41 (X233|Y531)
Crooked Fang,IR4,Dread Ape lvl 47,Sunset Terrace lvl 41 (X233|Y531)
Ape Fur,IR3,Dread Ape lvl 47,Sunset Terrace lvl 41 (X233|Y531)
Necrophagous Bristle,IR7,Dread Ape lvl 47,Sunset Terrace lvl 41 (X233|Y531)
Pine Lumber,IR6,Logging Spot (X91|Y-79),Sunset Terrace lvl 41 (X233|Y531)
Black Wood,IR9,Logging Spot (X91|Y-79),Sunset Terrace lvl 41 (X233|Y531)
Blank Scroll,IR2,Book Spot (X94|Y-86),Sunset Terrace lvl 41 (X233|Y531)
Gold Ore,IR9,Mining Spot (X95|Y-80),Sunset Terrace lvl 41 (X233|Y531)
Hematite Sand,IR4,Mining Spot (X95|Y-80),Sunset Terrace lvl 41 (X233|Y531)
Marbled Beast Steak,IR7,Chest (X40|Y-113),Sunset Terrace lvl 41 (X233|Y531)
Large Beast Steak,IR5,Create (X42|Y-102),Sunset Terrace lvl 41 (X233|Y531)
Large Beast Steak,IR5,Create (X56|Y-122),Sunset Terrace lvl 41 (X233|Y531)
Ent Branch,IR4,Ent lvl 43,Sunset Terrace lvl 41 (X233|Y531)
Ent Leaf,IR4,Ent lvl 43,Sunset Terrace lvl 41 (X233|Y531)
Ent Seed,IR8,Ent lvl 43,Sunset Terrace lvl 41 (X233|Y531)
Goblin's Flower,IR9,Forest Goblin lvl 42,Moonlight Terrace lvl 42 (X268|Y533)
Goblin Horn,IR3,Forest Goblin lvl 42,Moonlight Terrace lvl 42 (X268|Y533)
Goblin's Leaf ,IR4,Forest Goblin lvl 42,Moonlight Terrace lvl 42 (X268|Y533)
Ape Pelt,IR3,Brute Ape lvl 43,Moonlight Terrace lvl 42 (X268|Y533)
Ape Fur,IR3,Brute Ape lvl 43,Moonlight Terrace lvl 42 (X268|Y533)
Sharp Claw,IR7,Brute Ape lvl 43,Moonlight Terrace lvl 42 (X268|Y533)
Crooked Fang,IR4,Dread Ape lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Ape Fur,IR3,Dread Ape lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Red Sage,IR6,Herb Spot (X40|Y-52),Moonlight Terrace lvl 42 (X268|Y533)
King Bay Leaf,IR8,Herb Spot (X40|Y-52),Moonlight Terrace lvl 42 (X268|Y533)
Harpy Pinion,IR2,Harpy lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Harpy Flight Feather ,IR6,Harpy lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Bird Feather,IR1,Harpy lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Red Sage,IR6,Herb Spot (X60|Y-105,Moonlight Terrace lvl 42 (X268|Y533)
Giant Fur,IR4,Ent lvl 47,Moonlight Terrace lvl 42 (X268|Y533)
Troll's Poisonous Moss,IR4,Ent lvl 47,Moonlight Terrace lvl 42 (X268|Y533)
Giant's Horn,IR7,Ent lvl 47,Moonlight Terrace lvl 42 (X268|Y533)
Giant Fur,IR4,Troll lvl 46,Moonlight Terrace lvl 42 (X268|Y533)
Troll's Poisonous Moss,IR4,Troll lvl 46,Moonlight Terrace lvl 42 (X268|Y533)
Giant's Horn,IR7,Troll lvl 46,Moonlight Terrace lvl 42 (X268|Y533)
Gold Ore,IR9,Mining Spot (X89|Y-63,Moonlight Terrace lvl 42 (X268|Y533)
Hematite,IR6,Mining Spot (X89|Y-63,Moonlight Terrace lvl 42 (X268|Y533)
Hematite Sand,IR4,,Moonlight Terrace lvl 42 (X268|Y533)
Large Simian Thick Pelt,IR4,Dread Ape lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Crooked Fang,IR4,Dread Ape lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Ape Fur,IR3,Dread Ape lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Necrophagous Bristle,IR7,Dread Ape lvl 45,Moonlight Terrace lvl 42 (X268|Y533)
Slime Liquid,IR1,Slime lvl 30,Moonlight Terrace >>> Deep Water's Edge (X88|Y-73)
Strong Viscous Liquid,IR4,Dim Slime lvl 32,Moonlight Terrace >>> Deep Water's Edge (X88|Y-73)
Blob Flesh,IR9,Blob lvl 30,Moonlight Terrace >>> Deep Water's Edge (X88|Y-73)
Clear Water,IR2,Water Spot (X50|Y-43),Moonlight Terrace >>> Deep Water's Edge (X88|Y-73)
Healing Drop ,IR7,Water Spot (X50|Y-43),Moonlight Terrace >>> Deep Water's Edge (X88|Y-73)
Strong Viscous Liquid ,IR4,Ooze lvl 40,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Strong Acid Slime Piece,IR7,Ooze lvl 40,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Magick Tinged Bone,IR5,Create (X52|Y0),Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Lizardscale Pelt,IR2,Saurian lvl 45,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Saurian Tail,IR2,Saurian lvl 45,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Saurian Gland,IR6,Saurian Sage lvl 46,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Apophyllite,IR4,Saurian Sage lvl 46,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Blank Scroll,IR2,Chest (X56|Y-41),Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Slime Liquid,IR1,Eletric Slime lvl 40,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Magick Tinged Bone,IR5,Create (X69|Y-71),Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Sapphire,IR6,Mining Spot (X64|Y-74),Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Smooth Leather ,IR7,Blue Newt lvl 46,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
Superior Saurian Tail,IR6,Blue Newt lvl 46,Moonlight Terrace >>> Deep Water's Edge >>> Blue Waterway lvl 43 (X62|Y-33)
