Name,Item Rarity,From,Reachable From/Location
Lava Rock,IR 8,Geo Golem lvl 67,Dreed Castle >>> Underground Side Entrance >>> Dreed Connecting Passage >>> Knights' Depot Ruins lvl 62 (X276|Y325)
Voldic Diamond,IR20,Geo Golem lvl 67,Dreed Castle >>> Underground Side Entrance >>> Dreed Connecting Passage >>> Knights' Depot Ruins lvl 62 (X276|Y325)
Mysterious Gold Lump,IR4,Alchemized Goblin lvl 62,Dreed Castle >>> Underground Side Entrance >>> Dreed Connecting Passage >>> Knights' Depot Ruins lvl 62 (X276|Y325)
Goblin Horn,IR3,Alchemized Goblin lvl 62,Dreed Castle >>> Underground Side Entrance >>> Dreed Connecting Passage >>> Knights' Depot Ruins lvl 62 (X276|Y325)
Demon Wolf's Sinewy Meat,IR45,Warg lvl 31,Howling Wind Cave lvl 33 (X335|Y290)
Animal Fur,IR1,Wolf lvl 30,Howling Wind Cave lvl 33 (X335|Y290)
Small Fang,IR2,Wolf lvl 30,Howling Wind Cave lvl 33 (X335|Y290)
Supple Fur,IR2,Wolf lvl 30,Howling Wind Cave lvl 33 (X335|Y290)
Harpy Pinion,IR2,Harpy lvl 30,Howling Wind Cave lvl 33 (X335|Y290)
Harpy Flight Feather ,IR6,Harpy lvl 30,Howling Wind Cave lvl 33 (X335|Y290)
Bird Feather,IR1,Harpy lvl 30,Howling Wind Cave lvl 33 (X335|Y290)
Ogre Claw,IR6,Ogre lvl 38,Howling Wind Cave lvl 33 (X335|Y290)
Ogre Fur,IR6,Ogre lvl 38,Howling Wind Cave lvl 33 (X335|Y290)
Necrophagous Bristle,IR7,Ogre lvl 38,Howling Wind Cave lvl 33 (X335|Y290)
Large Fang,IR5,Direwold lvl 31,Howling Wind Cave lvl 33 (X335|Y290)
Strong Animal Leather,IR5,Direwold lvl 31,Howling Wind Cave lvl 33 (X335|Y290)
Silver Ore,IR7,Mining Spot (X52|Y-58),Howling Wind Cave lvl 33 (X335|Y290)
Hematite,IR6,Mining Spot (X52|Y-58),Howling Wind Cave lvl 33 (X335|Y290)
Goblin Horn ,IR3,Hobgoblin lvl 32,Howling Wind Cave lvl 33 (X335|Y290)
Small Horn,IR1,Goblin lvl 30,Howling Wind Cave lvl 33 (X335|Y290)
Unrefined Demon Wine,IR4,Hobgoblin lvl 32,Howling Wind Cave lvl 33 (X335|Y290)
Broken Dagger,IR7,Hobgoblin lvl 32,Howling Wind Cave lvl 33 (X335|Y290)
Healing Drop,IR7,Chest (X35|Y-76),Howling Wind Cave lvl 33 (X335|Y290)
Large Metal Plate ,IR5,Gather Spot (X40|Y-86),Howling Wind Cave lvl 33 (X335|Y290)
Iron Ore Fragment ,IR3,Gather Spot (X40|Y-86),Howling Wind Cave lvl 33 (X335|Y290)
Hematite,IR6,Chest (X57|Y-109),Howling Wind Cave lvl 33 (X335|Y290)
Hematite Sand ,IR4,Chest (X57|Y-109),Howling Wind Cave lvl 33 (X335|Y290)
Silver Ore,IR7,Mining Spot (X55|Y-110),Howling Wind Cave lvl 33 (X335|Y290)
Gold Ore ,IR9,Mining Spot (X55|Y-110),Howling Wind Cave lvl 33 (X335|Y290)
Large Simian Thick Pelt,IR4,Dread Ape lvl 40,Howling Wind Cave lvl 33 (X335|Y290)
Crooked Fang,IR4,Dread Ape lvl 40,Howling Wind Cave lvl 33 (X335|Y290)
Ape Fur ,IR3,Dread Ape lvl 40,Howling Wind Cave lvl 33 (X335|Y290)
Necrophagous Bristle,IR7,Dread Ape lvl 40,Howling Wind Cave lvl 33 (X335|Y290)
Silver Ore,IR7,Chest (X47|Y-108),Howling Wind Cave lvl 33 (X335|Y290)
Silver Ingot,IR7,Mining Spot (x48 y-60),Howling Wind Cave lvl 33 (X335|Y290)
Goblin Horn ,IR3,Goblin lvl 32,Valley Chapel lvl 32 (X347|Y281)
Small Horn,IR1,Goblin lvl 32,Valley Chapel lvl 32 (X347|Y281)
Unrefined Demon Wine,IR4,Hobgoblin lvl 34,Valley Chapel lvl 32 (X347|Y281)
Broken Dagger,IR7,Hobgoblin lvl 34,Valley Chapel lvl 32 (X347|Y281)
Dragon Hide,IR8,Wyrm lvl 38,Valley Chapel lvl 32 (X347|Y281)
Huge Dragon Bone Lump,IR12,Wyrm lvl 38,Valley Chapel lvl 32 (X347|Y281)
Azure Dragonscale,IR12,Wyrm lvl 38,Valley Chapel lvl 32 (X347|Y281)
Dragon Beard,IR30,Wyrm lvl 38,Valley Chapel lvl 32 (X347|Y281)
Healing Drop,IR7,Chest (X51|Y-38),Valley Chapel lvl 32 (X347|Y281)
White Liquor,IR5,Chest (X51|Y-38),Valley Chapel lvl 32 (X347|Y281)
Superior Saurian Tail,IR6,Giant Sulfur Saurian lv 30,Party Dug Well lvl 28 (X350|Y303)
Strong Lizardscale Pelt,IR6,Giant Sulfur Saurian lv 30,Party Dug Well lvl 28 (X350|Y303)
Apophyllite,IR4,Giant Sulfur Saurian lv 30,Party Dug Well lvl 28 (X350|Y303)
Saurian Gland,IR6,Giant Sulfur Saurian lv 30,Party Dug Well lvl 28 (X350|Y303)
Blue Flower,IR7,Herb Spot (X45|Y-19),Party Dug Well lvl 28 (X350|Y303)
Moonglow,IR5,Herb Spot (X45|Y-19),Party Dug Well lvl 28 (X350|Y303)
Wild Herb,IR3,Herb Spot (X45|Y-19),Party Dug Well lvl 28 (X350|Y303)
Clear Water,IR2,Water Spot (X52|Y-59),Party Dug Well lvl 28 (X350|Y303)
Healing Drop,IR7,Water Spot (X52|Y-59),Party Dug Well lvl 28 (X350|Y303)
Silver Ore,IR7,Chest (X45|Y-60),Party Dug Well lvl 28 (X350|Y303)
Dry Bone ,IR2,Skeleton Mage lvl 31,Cliff Tunnels lvl 31 (X352|Y298)
Magick Tinged Bone,IR5,Skeleton Mage lvl 31,Cliff Tunnels lvl 31 (X352|Y298)
Fine Bleached Bone,IR3,Skeleton Knight lvl 32,Cliff Tunnels lvl 31 (X352|Y298)
Iron Ore Fragment ,IR3,Skeleton Knight lvl 32,Cliff Tunnels lvl 31 (X352|Y298)
Rusted Plate,IR6,Skeleton Knight lvl 32,Cliff Tunnels lvl 31 (X352|Y298)
Coconut Scented Milkcap,IR6,Mushroom Spot (X48|Y-29),Cliff Tunnels lvl 31 (X352|Y298)
Hematite,IR6,Mining Spot (X51|Y-42),Cliff Tunnels lvl 31 (X352|Y298)
Hematite Sand ,IR4,Mining Spot (X51|Y-42),Cliff Tunnels lvl 31 (X352|Y298)
Silver Ore,IR7,Mining Spot (X51|Y-42),Cliff Tunnels lvl 31 (X352|Y298)
Phantom Ore,IR7,Chest (X38|Y-46),Cliff Tunnels lvl 31 (X352|Y298)
Harpy Pinion,IR2,Snow Harpy lvl 29,Cliff Tunnels lvl 31 (X352|Y298)
Harpy Flight Feather ,IR6,Snow Harpy lvl 29,Cliff Tunnels lvl 31 (X352|Y298)
Burial Shroud,IR2,Undead lvl 33,Cliff Tunnels lvl 31 (X352|Y298)
Undead Carrion ,IR11,Undead lvl 33,Cliff Tunnels lvl 31 (X352|Y298)
Undead Extract,IR6,Undead lvl 33,Cliff Tunnels lvl 31 (X352|Y298)
Blue Alluvial Gold,IR6,Mining Spot (X40|-Y87),Cliff Tunnels lvl 31 (X352|Y298)
Silver Ore,IR7,Mining Spot (X40|-Y87),Cliff Tunnels lvl 31 (X352|Y298)
