Name,Item Rarity,From,Reachable From/Location
Gold Ingot,IR9,Chest (Outside| Garden),Dancing Rainbow Cave Depths
2 Skeletons (No Value),?,? (Requires Key of Treasures),Dancing Rainbow Cave Depths >>> Dancing Ranbow Cave: Dangerous Area
Giant Fur,IR4,Troll,Invading Demons Cave
Troll's Poisonous Moss,IR4,Troll,Invading Demons Cave
Giant's Horn,IR7,Troll,Invading Demons Cave
Broken Dagger,IR7,Infected Hobgoblin,Invading Demons Cave
Agate,IR7,Gather Spot,Invading Demons Cave
Coarse Sand,IR2,Gather Spot,Invading Demons Cave
Onyx,IR6,Chest,Invading Demons Cave
Ancient Iron Ore,IR45,Gather Spot,Invading Demons Cave
Scroll of Great Sorcery,IR7,Chest,Invading Demons Cave Central passage
Onyx,IR6,Chest,Invading Demons Cave Central passage
Ancient Iron Ore,IR45,Gather Spot,Invading Demons Cave Central passage
Agate,IR7,Gather Spot,Invading Demons Cave Central passage
Pixie Mock Wing,IR45,(S) Infected Pixie,Invading Demons Cave Central passage
Bronze Tail Feather,IR45,(S) Infected Stymphalides,Invading Demons Cave Central passage
Pixie Mock Wing,IR45,(S) Infected Pixie,Invading Demons Cave Innermost Depths
Agate,IR7,Gather Spot,Invading Demons Cave Innermost Depths
Bronze Tail Feather,IR45,(S) Infected Stymphalides,Invading Demons Cave Innermost Depths
Fine Femur,IR60,Pixie King,Invading Demons Cave Innermost Depths
Pixie Crown,IR65,Pixie King,Invading Demons Cave Innermost Depths
Ancient Iron Ore,IR45,Chest,Invading Demons Cave Innermost Depths
Ancient Iron Ingot,IR45,Chest,Invading Demons Cave Innermost Depths
Demon Beast's Liver,IR80,Warg,Path to Morrow
Demon Wolf's Sinewy Meat,IR45,Warg,Path to Morrow
Hard Leather Cloth,IR6,Chest,Path to Morrow
Bronze Tail Feather,IR45,Stymphalides,Path to Morrow
Copper Ore,IR2,Gathering Spot,Path to Morrow
Lead Ore,IR2,Gathering Spot,Path to Morrow
Copper Ingot,IR2,Chest,Path to Morrow
Giant Fur,IR4,Mole Troll,Path to Morrow
Troll's Poisonous Moss,IR4,Mole Troll,Path to Morrow
Giant's Horn,IR7,Mole Troll,Path to Morrow
Infected Demon Bone Fragment,?,Chest X193Y279/ x193y280,Morrow Forest Depths
Corroded Spine,?,Chest X193Y279/x193y280,Morrow Forest Depths
Malformed Nut,?,x194 290 - Plant gathering; This appears to be a chance drop,Morrow Forest Depths
Malformed Nut,?,x183 y279 - Wood Cutting,Morrow Forest Depths
Malformed Nut,?,x179 y282 - Wood Cutting,Morrow Forest Depths
Malformed Nut,?,x193 y289,Morrow Forest Depths
Still Beating Heart,IR60,Infected Demon,Morrow Forest Depths
Wijnruit,?,Gather Spot(x185y288),Morrow Forest Depths
Morrow Lauan Wood,IR65,Gather Spot x195y281/x195y278,Morrow Forest Depths
Thousand Year Moss 2x,?,Phindymian Ent lvl 70,Morrow Forest Depths
Sancto Sap 2x,?,Phindymian Ent lvl 70,Morrow Forest Depths
Crab Brittlegill,?,Gather spot x202y288/x202y284/x200y292,Morrow Forest Depths
Pixie Moxie Wing,?,TBU,Morrow Forest Depths
Composite Organ,?,GoreChimera ,Farana Ruins LV75
Pottery Charm 1/2x,?,Chest ,Farana Ruins LV75
Medusa's Serpent Hair,?,Madusa lvl 75,Farana Ruins LV75
Corpse-Eater's Horn,?,Guhl,Farana Ruins LV75
Sharp Claw,?,Guhl,Farana Ruins LV75
Broken Dagger,IR7,Infected Hobgoblin,Morrow Cavern
Scroll of Sorcery,IR4,Chest,Morrow Cavern
Scroll of Magickal Protection,?,Chest,Morrow Cavern
Scroll of Great Sorcery,IR7,Chest,Morrow Cavern
Unappraised Flower Trinket(Soldier,?,Chest ( X:62 Y:-47),Morrow Cavern
Crab Brittlegill,IR45,Gather Spot,Morrow Cavern Depths
Scroll of Magickal Protection|- of Sorcery,,Chest,Morrow Cavern Depths
Unappraised Flower Trinket(Solider),?,Infected Gorecyclops Lv73,Morrow Cavern Innermost Depth
Diseased Wreath,?,Chest x44y47,Deepney Great Forest
Gnarled Branch,?,Chest x44y47,Deepney Great Forest
Murky Dragon Fang,?,Severly Infected Behemoth Lv 75,Deepney Great Forest
Bloodied Giant Tusk,?,Severly Infected Gorecyclops Lv 75,Deepney Great Forest
Demon Scraps,?,Severly Infected Gorecyclops Lv 75,Deepney Great Forest
Discolored Organs,?,Severly Infected Gorecyclops Lv 75,Deepney Great Forest
Infected Giant Ulna (HIGH END GEAR MAT),?,Severly Infected Gorecyclops Lv 75,Deepney Great Forest
Still Beating Heart,?,Severly Infected Demon,Deepney Great Forest
Broken Dagger,IR7,Infected Hobgoblin,Sauzanel Infected Woods LV75
Crab Brittlegill,IR45,Gather Spot,Sauzanel Infected Woods LV75
Silver Ingot,IR7,Chest(x86y116),Sauzanel Infected Woods LV75
Mysterious Shell Fragment,IR55,Chest(x84y132),Sauzanel Infected Woods LV75
Mysterious Shell Fragment,IR55,Chest(x121y117),Sauzanel Infected Woods LV75
Mysterious Shell Fragment,IR55,Chest(x130y114),Sauzanel Infected Woods LV75
Mysterious Shell Fragment,IR55,Chest(x126y196),Sauzanel Infected Woods LV75
Bronze Tail Feather,IR45,Gather Spot(x90y55),Sauzanel Infected Woods LV75
Blue Alluvial Gold,?,Chest x90y55,Sauzanel Infected Woods LV75
Mysterious Shell Fragment,IR55,Chest x2 (x71y98),Sauzanel Infected Woods LV75
Silver Ingot,IR7,Chest(x122y109),Sauzanel Infected Woods LV75
Mysterious Shell Fragment,IR55,Chest(x86y116),Sauzanel Infected Woods LV75
Stagnant Shroom,IR3,Gather Spot,Sauzanel Infected Woods LV75
TBU,TBU,Severely Infected Cyclops,Sauzanel Infected Woods LV75
Silver Ore,?,Chest(x142y114),Sauzanel Infected Woods LV75
Silver Ingot,IR7,Chest(x142y114),Sauzanel Infected Woods LV75
Rotten Tree,?,Wood Lumbering(x134y91),Sauzanel Infected Woods LV75
Transmuted Fur,IR10,Shadow Wolf,Kingal Canyon
Demonic Gem,IR10,Shadow Wolf,Kingal Canyon
Sand of Reminiscence,IR12,Shadow Wolf,Kingal Canyon
Cracked Black Horn,IR10,Shadow Goblin,Kingal Canyon
Demonic Gem,IR10,Shadow Goblin,Kingal Canyon
Sand of Reminiscence,IR12,Shadow Goblin,Kingal Canyon
Broken Dagger,IR7,Shadow Goblin,Kingal Canyon
Demonic Gem,IR10,Shadow Harpy,Kingal Canyon
Harpy Flight Feather,IR6,Shadow Harpy,Kingal Canyon
Sand of Reminiscence,IR12,Shadow Harpy,Kingal Canyon
Valley Spring Water,IR45,Gather Spot,Kingal Canyon
Large Scallop Shell,IR10,Gather Spot,Kingal Canyon
Dull Iron ingot,IR3,Chest,Kingal Canyon
Red Chromium,IR6,Chest,Kingal Canyon
Crystal,IR5,Gather Spot(x269y269),Kingal Canyon
Iron Ore Fragment,IR3,Gather Spot,Kingal Canyon
Ringing Ore,IR45,Gather Spot(x269y269),Kingal Canyon
Kingalite,IR50,Gather Spot(x269y269),Kingal Canyon
Pixie Mock Wing,IR45,Pixie,Kingal Canyon
Fine Femur,IR60,Pixie,Kingal Canyon
Phantom Ore,IR7,Ghost,Kingal Canyon
Silver Ingot,IR7,Chest,Kingal Canyon
Red Chromium,IR6,Chest,Kingal Canyon
Magick Silt,IR6,Gargoyle,Kingal Canyon
Beast Fur,IR8,Grimwarg,Kingal Canyon
Beast Claw,IR8,Grimwarg,Kingal Canyon
Beast Leather,IR9,Grimwarg,Kingal Canyon
Silver Ingot,IR7,Chest,Kingal Canyon
Dull Iron ingot,IR3,Chest,Kingal Canyon
Demon Envoy's Horn,IR45,Grigori,Kingal Canyon
Envoy's Loathsome Tail,IR45,Bearded Grigori,Kingal Canyon
Demon Envoy's Horn,IR45,Bearded Grigori,Kingal Canyon
Adamas Ore,IR65,Mining Spot(X260Y260),Kingal Canyon
Jet Black Fur,IR65,Chest (Far North East)(x296y260),Kingal Canyon
Jet Black Pelt,IR65,Chest (Far North East)(x296y260),Kingal Canyon
Kingalite,IR50,Mining Spot(x271y275),Kingal Canyon
Adamas Ore,IR65,Chest (Far North West),Kingal Canyon
Ringing Ore,IR45,Mining Spot(x271y275),Kingal Canyon
Black Claw of Misfortune,?,Scourge Lv 75 (Daytime)X292Y262,Kingal Canyon
Deformed Horn of Misfortune,?,Scourge Lv 75 (Daytime)X292Y262,Kingal Canyon
Blue Opals (Really rare)  (HIGH END GEAR MAT),?,Scourge Lv 75 (Daytime)X292Y262,Kingal Canyon
Black Claw of Misfortune,?,Night Scourge LV.87 (Nighttime) X292Y262,Kingal Canyon
Deformed Horn of Misfortune,?,Night Scourge LV.87 (Nighttime) X292Y262,Kingal Canyon
Blue Opals,?,Night Scourge LV.87 (Nighttime) X292Y262,Kingal Canyon
Blue Skies Blue Opals (uncommon)  (HIGH END GEAR MAT),?,Night Scourge LV.87 (Nighttime) X292Y262,Kingal Canyon
Sky Dragon's Blue Opals (uncommon)  (HIGH END GEAR MAT),?,Night Scourge LV.87 (Nighttime) X292Y262,Kingal Canyon
Ocean Crystals (uncommon)  (HIGH END GEAR MAT),?,Night Scourge LV.87 (Nighttime) X292Y262,Kingal Canyon
Cracked Black Horn,IR10,Shadow Goblin,Nebula Temple
Demonic Gem,IR10,Shadow Goblin,Nebula Temple
Sand of Reminiscence,IR12,Shadow Goblin,Nebula Temple
Broken Dagger,IR7,Shadow Goblin,Nebula Temple
Demonic Gem,IR10,Shadow Harpy,Nebula Temple
Harpy Flight Feather,IR6,Shadow Harpy,Nebula Temple
Sand of Reminiscence,IR12,Shadow Harpy,Nebula Temple
Scroll of Defense,IR7,Chest,Nebula Temple
Transmuted Fur,IR10,Shadow Wolf,Nebula Temple
Demonic Gem,IR10,Shadow Wolf,Nebula Temple
Sand of Reminiscence,IR12,Shadow Wolf,Nebula Temple
Magick Silt,IR6,Gargoyle,Nebula Temple
Demon Envoy's Horn,IR45,Grigori,Nebula Temple
Unappraised Flower Trinket (Soldier),IR15,Chest x84y-70,Nebula Temple
Hard Leather Cloth,IR6,Chest,Nebula Temple
Cracked Black Horn,IR10,Shadow Goblin,Nebula Temple: Center
Demonic Gem,IR10,Shadow Goblin,Nebula Temple: Center
Sand of Reminiscence,IR12,Shadow Goblin,Nebula Temple: Center
Broken Dagger,IR7,Shadow Goblin,Nebula Temple: Center
Demonic Gem,IR10,Shadow Harpy,Nebula Temple: Center
Harpy Flight Feather,IR6,Shadow Harpy,Nebula Temple: Center
Sand of Reminiscence,IR12,Shadow Harpy,Nebula Temple: Center
Leather Cloth,IR4,Chest,Nebula Temple: Center
Transmuted Fur,IR10,Shadow Wolf,Nebula Temple: Center
Demonic Gem,IR10,Shadow Wolf,Nebula Temple: Center
Sand of Reminiscence,IR12,Shadow Wolf,Nebula Temple: Center
Magick Silt,IR6,Gargoyle,Nebula Temple: Center
Demon Envoy's Horn,IR45,Grigori,Nebula Temple: Center
Hard Leather Cloth,IR6,Chest,Nebula Temple: Center
Scroll of Protection,IR4,Chest,Nebula Temple: Center
Bloodied Giant Tusk,IR45,Gorecyclops lv70 (80k xp),Nebula Temple Corridor
Hard Leather Cloth,IR6,Chest,Nebula Temple Corridor
Unappraised Flower Trinket (Soldier),IR15,Chest,Nebula Temple Corridor
Demon Envoy's Horn,IR45,Grigori,Nebula Temple Corridor
Envoy's Loathsome Tail,IR45,Bearded Grigori,Nebula Temple Depths
Demon Envoy's Horn,IR45,Bearded Grigori,Nebula Temple Depths
Magick Silt,IR6,Gargoyle,Nebula Temple Depths
Unappraised Flower Trinket (Soldier),IR15,Chest,Nebula Temple Depths
Unappraised Flower Trinket (General),IR20,Chest,Nebula Temple Depths
Pixie Mock Wing,IR45,Pixie,Hadin Underground Old Road
Fine Femur,IR60,Pixie,Hadin Underground Old Road
Scroll of Great Strength,IR7,Chest,Hadin Underground Old Road
Sapphire,IR6,Chest,Hadin Underground Old Road
Scroll of Protection,IR4,Chest,Hadin Underground Old Road
Still Beating Heart,IR60,(S) infected Demon,Hadin Underground Old Road
Demon Envoy's Horn,IR45,Grigori,Hadin Underground Old Road: Center
Envoy's Loathsome Tail,IR45,Bearded Grigori,Hadin Underground Old Road: Center
Demon Envoy's Horn,IR45,Bearded Grigori,Hadin Underground Old Road: Center
Phantom Ore,IR7,Ghost,Hadin Underground Old Road: Center
Scroll of Great Strength,IR7,Chest,Hadin Underground Old Road: Center
Scroll of Protection,IR4,Chest,Hadin Underground Old Road: Center
Scroll of Power,IR4,Chest,Hadin Underground Old Road: Center
Pixie Mock Wing,IR45,Pixie,Hadin Underground Old Road: Center
Fine Femur,IR60,Pixie,Hadin Underground Old Road: Center
Garnet,IR5,Chest,Hadin Underground Old Road: Depths
Scroll of Protection,IR4,Chest,Hadin Underground Old Road: Depths
Unappraised Wind Trinket (Soldier),IR15,Chest,Hadin Underground Old Road: Depths
Dragon Hide,?,Lv 75 Behemoth,Shadolean Great Temple Lv 75
Thick Dragonscale,?,Lv 75 Behemoth,Shadolean Great Temple Lv 75
Behemoth Fang,?,Lv 75 Behemoth,Shadolean Great Temple Lv 75
Dragon Fang  (HIGH END GEAR MAT),IR12 Chance,Lv 75 Behemoth,Shadolean Great Temple Lv 75
Bloodied Giant Tusk,?,Gorecyclops lvl73,Shadolean Great Temple Lv 75
Giant's Molar,?,Gorecyclops lvl73,Shadolean Great Temple Lv 75
Hematite,?,Chest x64 y20,Shadolean Great Temple Lv 75
Giant Tough Pelt,?,Goremanticore lvl77,Shadolean Great Temple Lv 75
Supple Fur,?,Goremanticore lvl77,Shadolean Great Temple Lv 75
Hematite ,?,"Chest x75 x142
",Shadolean Great Temple Lv 75
Medusa's Serpent Hair,?,Medusa lvl77,Shadolean Great Temple Lv 75
Magickal Potion,?,Medusa lvl77,Shadolean Great Temple Lv 75
Rare Green Tree Crystal (HIGH END GEAR MAT),*Chance drop,Chest x27y142 1min 5max,Shadolean Great Temple Lv 75
Unappraised Flower Trinket (Soldier)  (HIGH END GEAR MAT),?,Chest x27y142 ,Shadolean Great Temple Lv 75
Superior Gala Extract  (HIGH END GEAR MAT),?,Chest x27y142 ,Shadolean Great Temple Lv 75
Composite Organ ,IR45,Gorechimera lvl73,Shadolean Great Temple Lv 75
Unappraised Flower Trinket (Soldier),?,Chest x51 y90,Shadolean Great Temple Lv 75
Unappraised Flower Trinket (General) IR20,,Chest x51 y90,Shadolean Great Temple Lv 75
Kingal Medal  (HIGH END GEAR MAT),IR55 Chance,Chest x51 y90,Shadolean Great Temple Lv 75
Still Beating Heart,IR60,(S) infected Demon,Ancient Underground Shrine
White Shining Sand,IR8,Chest,Ancient Underground Shrine
Phantom Ore,IR7,Chest,Ancient Underground Shrine
Lava Rock,IR8,Chest,Ancient Underground Shrine
Dubious Animal Pelt,IR70,Chest,Ancient Underground Shrine
Phantom Ore,IR7,Chest,Ancient Underground Shrine 2nd Floor
Red Chromium,IR6,Chest,Ancient Underground Shrine 2nd Floor
Spirit Silver Ingot,IR8,Chest,Ancient Underground Shrine 2nd Floor
Red Alloy Ingot,IR8,Chest,Ancient Underground Shrine 2nd Floor
Dubious Animal Pelt,IR70,Chest,Ancient Underground Shrine 2nd Floor
Seabird Syrinx,IR60,Siren,Ancient Underground Shrine 2nd Floor
Still Beating Heart,IR60,(S) infected Demon,Ancient Underground Shrine 2nd Floor
?,?,Eliminator,Ancient Underground Shrine Secret Chamber
?,?,Siren,Ancient Underground Shrine Secret Chamber
?,?,Infected Hobgoblin,Ancient Underground Shrine Secret Chamber
?,?,TBU,Ancient Underground Shrine Secret Chamber
Fleshy Animal Pelt,?,Chest,Ancient Underground Shrine Secret Chamber
?,?,Eliminator Slay,Ancient Underground Shrine Inner Depths
?,?,Many Empty Chests,Ancient Underground Shrine Inner Depths
Bronze Tail Feather,IR45,(S) Infected Stymphalides,Ancient Underground Shrine Inner Depths
Red Chromium,IR6,Chest,Ancient Underground Shrine Inner Depths
Silver Ingot,?,TBU,Ancient Underground Shrine Inner Depths
Dubious Animal Pelt,IR70,Chest,Ancient Underground Shrine Inner Depths
Fleshy Animal Pelt,?,Chest,Ancient Underground Shrine Inner Depths
Waterweed,?,Chest,Tarie Small Tower
Dragonkin Stone,?,Chest 50% dropchance,Tarie Small Tower
?,?,3x Infected Gorecyclops Lv93 ,Tarie Small Tower
Beast Fur,IR8,Grimwarg,Grinmel Ruins
Beast Claw,IR8,Grimwarg,Grinmel Ruins
Beast Leather,IR9,Grimwarg,Grinmel Ruins
Demonic Gem,IR10,Shadow Harpy,Grinmel Ruins
Harpy Flight Feather,IR6,Shadow Harpy,Grinmel Ruins
Sand of Reminiscence,IR12,Shadow Harpy,Grinmel Ruins
Scroll of Protection,IR4,Chest,Grinmel Ruins
Icon Fragment,IR50,Chest x38y-35,Grinmel Ruins
Leather Cloth,IR4,Chest,Grinmel Ruins
Hard Leather Cloth,IR6,Chest,Grinmel Ruins
Amber Dragonscale,?,Drake Lv 75,Grinmel Ruins
Beast Fur,IR8,Grimwarg,Grinmel Ruins Center Passage
Beast Claw,IR8,Grimwarg,Grinmel Ruins Center Passage
Beast Leather,IR9,Grimwarg,Grinmel Ruins Center Passage
Demonic Gem,IR10,Shadow Harpy,Grinmel Ruins Center Passage
Harpy Flight Feather,IR6,Shadow Harpy,Grinmel Ruins Center Passage
Sand of Reminiscence,IR12,Shadow Harpy,Grinmel Ruins Center Passage
Icon Fragment,IR50,Chest,Grinmel Ruins Center Passage
Leather Cloth,IR4,Chest,Grinmel Ruins Center Passage
Hard Leather Cloth,IR6,Chest,Grinmel Ruins Center Passage
Beast Fur,IR8,Grimwarg,Grinmel Ruins Depths
Beast Claw,IR8,Grimwarg,Grinmel Ruins Depths
Beast Leather,IR9,Grimwarg,Grinmel Ruins Depths
Demonic Gem,IR10,Shadow Harpy,Grinmel Ruins Depths
Harpy Flight Feather,IR6,Shadow Harpy,Grinmel Ruins Depths
Sand of Reminiscence,IR12,Shadow Harpy,Grinmel Ruins Depths
?,?,Golem Lv75,Grinmel Ruins Depths
?,?,Empress Ghost Lv75,Grinmel Ruins Depths
 Icon Fragments,?,Chests,Grinmel Ruins Depths
Strong Acid Slime Piece,IR7,Oil Jelly,Amburos Great Ruins
Seabird Syrinx,IR60,Siren,Amburos Great Ruins
Hematite,IR6,Chest,Amburos Great Ruins
Dull Iron Ingot,IR3,Chest,Amburos Great Ruins
Illustrated Old Cloth,IR60,Chest,Amburos Great Ruins
Spirit's Tapestry,?,Chest,Amburos Great Ruins
Dull Iron Ingot,IR117,Chest,Amburos Great Ruins Center
Illustrated Old Cloth,IR60,Chestx38y-93,Amburos Great Ruins Center
Illustrated Old Cloth,IR60,x2 Chest bh lock door,Amburos Great Ruins Center
Spirit's Tapestry,IR60,x2 Chest bh lock door,Amburos Great Ruins Center
?,?,Infected Griffin,Farana Plains
?,?,Infected Goblin,Farana Plains
MoonGlow,IR5,Gather Spot,Farana Plains
Farana Mint,IR45,Gather Spot,Farana Plains
Healing Drop,IR7,Gather Spot,Farana Plains
Sparkling Water,IR45,Gather Spot,Farana Plains
?,?,Infected Harpy,Farana Plains
Giant Scale,?,Gather Spot,Farana Plains
Armored Scale,?,Gather Spot,Farana Plains
Courtly Cloth,?,Chest,Farana Plains
?,?,Tarasque,Farana Plains
?,?,Ghost Mail,Farana Plains
Ashen Flower Rock,?,Gather Spot x257y358,Farana Plains
Scroll of Fire,?,Gather Spot,Farana Plains
Baby Herb,?,Gather Spot,Farana Plains
White Bone Rock,IR50,Gather Spot (x276y380),Farana Plains
?,?,Strix,Farana Plains
Ashen Flower Rock,?,Gahter Spot (X257Y358),Farana Plains
White Bone Rock,?,Old Residence Ruins x221y359,Farana Plains
White Bone Rock,?,Deserted Village of Nadbadh x229y363,Farana Plains
White Bone Rock,?,Danadell Caves (Dungeon) x54y-7/x53y-36,Farana Plains
White Bone Rock,?,Danadell Caves Depths (Dungeon)x31y-71x49y-122,Farana Plains
White Bone Rock,?,Danadell Caves: Passage (Dungeon) x47y-203/x49y-191,Farana Plains
Griffin Spinel (Common),?,Severely Infected Griffin LV. 79 (Nightime only) X:271 Y:331,Farana Plains
Corrupted Small Feathers (Common),?,Severely Infected Griffin LV. 75 (Nightime only) X:243 Y:346,Farana Plains
Corrupted Griffin Blood (Common),?,Severely Infected Griffin LV. 79 (Nightime only) X:271 Y:331,Farana Plains
Beast's Mane,IR5,Beast's Mane,Small Tower of Wisdom
Phantom Ore,?,Gather Spot,Small Tower of Wisdom
Red Chromium,?,Gather Spot,Small Tower of Wisdom
Fine Femur,?,Pixie King,Small Tower of Wisdom
Pixie Crown,?,Pixie King,Small Tower of Wisdom
Unappraised Wind Trinket (Soldier),?,Chest,Small Tower of Wisdom
Red Alloy Ingot 1-3,?,Left Chest,Small Tower of Wisdom
Silver Ingot (1-2),?,Left Chest,Small Tower of Wisdom
Unappraised Wind Trinket (General) (1| 50%),?,Left Chest,Small Tower of Wisdom
Pixie Crown (1| 40% ),?,Left Chest,Small Tower of Wisdom
Phantom Ore (1-3| 80%),?,Right Chest,Small Tower of Wisdom
Red Chromium (1-3),?,Right Chest,Small Tower of Wisdom
Pixie Crown (1 | 100%),?,Right Chest,Small Tower of Wisdom
Kingalite,IR50,Mining Spot(x222y276),Deserted Village of Kraag
Ringing Ore,IR45,Mining Spot(x222y276),Deserted Village of Kraag
Adamas Ore,IR65,Mining Spot(x222y276),Deserted Village of Kraag
Silver Ingot,IR7,Chest (x260y265),Deserted Village of Kraag
Red Chromium,IR6,Chest (x260y265),Deserted Village of Kraag
Unappraised Wind Trinket(Soldier),?,Chest,Valtable Hall
Unappraised Wind Trinket(Soldier),?,Gathering,Valtable Hall(Deep Underground)
Saurian Gland,?,Giant Saurian Sage,Sacred River Ruins LV. 78
Saurian Tail,?,Giant Saurian Sage,Sacred River Ruins LV. 78
Strong Lizardscale Pelt,?,Giant Saurian Sage,Sacred River Ruins LV. 78
Giant Apophyllite,?,Giant Saurian Sage,Sacred River Ruins LV. 78
Apophyllite,?,Giant Saurian Sage,Sacred River Ruins LV. 78
Saurian Gland,?,Saurian Sage,Sacred River Ruins LV. 78
Saurian Tail,?,Saurian Sage,Sacred River Ruins LV. 78
Superior Saurian Tail,?,Large Newt,Sacred River Ruins LV. 78
Smooth Leather,?,Large Newt,Sacred River Ruins LV. 78
Blue Alluvial Gold,?,Large Newt,Sacred River Ruins LV. 78
Saurian Gland,?,Large Newt,Sacred River Ruins LV. 78
Saurian Tail,?,Large Newt,Sacred River Ruins LV. 78
Apophyllite,?,Large Newt,Sacred River Ruins LV. 78
Fine Bleached Bone,?,Lux Skeleton,Sacred River Ruins LV. 78
Scroll of Holy,?,Lux Skeleton,Sacred River Ruins LV. 78
Undead Nail Shaving,?,Lux Skeleton,Sacred River Ruins LV. 78
Fine Bleached Bone,?,Lux Skeleton Brute,Sacred River Ruins LV. 78
