Name,Item Rarity,From,Reachable From/Location
Fluorite,IR2,Locked Chest,PLAINS ABANDONED HOUSE CELLAR LV14 X:235 Y:286
Undead Carrion,IR1,Undead lv13,HIDELL CATACOMBS LV13 X:230 Y:307
Burial Shroud,IR2,Undead lv13,HIDELL CATACOMBS LV13 X:230 Y:308
Sinister Carrion,IR9,Warrior undead lv13,HIDELL CATACOMBS LV13 X:230 Y:309
Rotten Lump,IR3,Warrior undead lv13,HIDELL CATACOMBS LV13 X:230 Y:310
Rotten Lump,IR3,Stout undead lv13,HIDELL CATACOMBS LV13 X:230 Y:311
Undead Carrion,IR1,Warrior undead lv13(chimera area),HIDELL CATACOMBS LV13 X:230 Y:312
Burial Shroud,IR2,Warrior undead lv13(chimera area),HIDELL CATACOMBS LV13 X:230 Y:313
Burial Shroud,IR2,Sword Undead lv13(chimera area),HIDELL CATACOMBS LV13 X:230 Y:314
Undead Carrion,IR1,Sword Undead lv13(chimera area),HIDELL CATACOMBS LV13 X:230 Y:315
Beast's Mane,IR5,Chimera lv13,HIDELL CATACOMBS LV13 X:230 Y:316
Mutated Bone Lump,IR7,Chimera lv13,HIDELL CATACOMBS LV13 X:230 Y:317
Strong Lizardscale Pelt,IR6,Chimera lv13,HIDELL CATACOMBS LV13 X:230 Y:318
Linen ,IR3,Chest (1),HIDELL CATACOMBS LV13 X:230 Y:319
Purple Anise,IR3,Herb Spot,HIDELL CATACOMBS LV13 X:230 Y:320
Baby Herb,IR1,Herb Spot,HIDELL CATACOMBS LV13 X:230 Y:321
Bronze Ingot,IR1,Locked Chest(X42Y-49),HIDELL CATACOMBS LV13 X:230 Y:322
Ogre Fur,IR6,Ogre lv15,HIDELL CATACOMBS LV13 X:230 Y:323
Ogre Claw,IR6,Ogre lv15,HIDELL CATACOMBS LV13 X:230 Y:324
Copper Ore,IR2,Mining Spot,HIDELL CATACOMBS LV13 X:230 Y:325
Iron Ore,IR4,Mining Spot,HIDELL CATACOMBS LV13 X:230 Y:326
Fluorite,IR2,Locked Chest(Ogre area),HIDELL CATACOMBS LV13 X:230 Y:327
Wild Herb,IR3,Herb Spot,HIDELL CATACOMBS LV13 X:230 Y:328
Iron Ore Fragment,IR3,Chest (3) (X42Y-66),HIDELL CATACOMBS LV13 X:230 Y:329
Iron Ore,IR4,Chest (3) (X42Y-66),HIDELL CATACOMBS LV13 X:230 Y:330
Small Horn,IR1,Goblin Fighter lv13,HIDELL CATACOMBS LV13 X:230 Y:331
Goblin Horn,IR3,Goblin Fighter lv13,HIDELL CATACOMBS LV13 X:230 Y:332
Copper Ore,IR2,Chest (4) (X40Y-66),HIDELL CATACOMBS LV13 X:230 Y:333
Polishing Sand,IR3,Chest (4) (X40Y-66),HIDELL CATACOMBS LV13 X:230 Y:334
Dual Leather Bracelet,IR4/LV16,Chest (4) (X40Y-66),HIDELL CATACOMBS LV13 X:230 Y:335
Magick-Tinged Bone,IR5,Skeleton Sorcerer lv13,HIDELL CATACOMBS LV13 X:230 Y:336
Dry Bone,IR2,Skeleton mage lv14,HIDELL CATACOMBS LV13 X:230 Y:337
Copper Ore,IR2,Skeleton lv14/lv13,HIDELL CATACOMBS LV13 X:230 Y:338
Dry Bone,IR2,Skeleton lv14,HIDELL CATACOMBS LV13 X:230 Y:339
Fine Bleached Bone,IR3,Skeleton lv14/lv13,HIDELL CATACOMBS LV13 X:230 Y:340
Scroll Of Sorcery,IR4,Locked Chest (X65Y-75),HIDELL CATACOMBS LV13 X:230 Y:341
Scroll Of Power,IR4,Locked Chest (X65Y-75),HIDELL CATACOMBS LV13 X:230 Y:342
Copper Ore,IR2,Skeleton Brute lv15,HIDELL CATACOMBS LV13 X:230 Y:343
Dry Bone,IR2,Skeleton Brute lv15,HIDELL CATACOMBS LV13 X:230 Y:344
Fine Bleached Bone,IR3,Skeleton Brute lv15,HIDELL CATACOMBS LV13 X:230 Y:345
Peridot,IR4,Locked Chest (X68Y-105),HIDELL CATACOMBS LV13 X:230 Y:346
Iron Ingot,IR4,Chest (5) (X52Y-110),HIDELL CATACOMBS LV13 X:230 Y:347
Magick-Tinged Bone,IR5,Wight lv10,HIDELL CATACOMBS LV13 X:230 Y:348
Bone Meal,IR10,Wight lv10,HIDELL CATACOMBS LV13 X:230 Y:349
Giant Bone,IR3,Skeleton Cyclops lv18,HIDELL CATACOMBS LV13 X:230 Y:350
Cyclops Tusk,IR5,Skeleton Cyclops lv18,HIDELL CATACOMBS LV13 X:230 Y:351
Iron Ingot,IR4,Keydoor Chest(X66Y-138),HIDELL CATACOMBS LV13 X:230 Y:352
Leather Cord,IR4,Locked Chest(X36Y-138),HIDELL CATACOMBS LV13 X:230 Y:353
Iron Ingot,IR4,Locked Chest(X36Y-138),HIDELL CATACOMBS LV13 X:230 Y:354
Undead Carrion,IR1,Sword Undead lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-122
Rusted Plate,IR6,Sword Undead lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-123
Burial Shroud,IR2,Sword Undead lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-124
Moonglow,IR5,Plant Spot/Shroom Spot,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-125
Spun Yarn,IR5,Chest (1),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-126
Spun Yarn,IR5,Chest (2),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-127
Blank Scroll,IR2,Skeleton Mage Lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-128
Dry Bone,IR2,Skeleton Mage Lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-129
Magick-Tinged Bone,IR5,Skeleton Mage Lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-130
Stagnant Shroom,IR3,Shroom Spot,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-131
Scroll Of Darkness,IR6,Locked Chest (X91Y-33),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-132
Rusted Plate,IR6,Skeleton Knight lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-133
Iron Ore Fragment,IR3,Skeleton Knight lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-134
Fine Bleached Bone,IR3,Skeleton Knight lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-135
Insect Venom,IR1,Worm lv1,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-136
Healing Elixir,IR5,Chest (4),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-137
Beast Fur,IR8,Grimwarg lv29,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-138
Spun Yarn,IR5,Chest (5),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-139
Coarse Sand,IR2,Mudman lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-140
Silken Sand,IR3,Mudman lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-141
Magick Silt,IR6,Mudman lv28,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-142
Marbled Beast-Steak,IR7,Eliminator lv31,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-143
Iron Ore Fragment,IR3,Mining Spot (X57Y-90),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-144
Iron Ore,IR4,Mining Spot (X57Y-90),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-145
Iron Thread,IR6,Locked Chest (X30Y-88),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-146
Iron Ore,IR4,Mining Spots (X42Y-102),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-147
Throwing Rock,IR4,Mining Spots (X42Y-102),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-148
Iron Ore Fragment,IR3,Mining Spots (X42Y-102),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-149
Ogre Claw (BOSS/MINIBOSS DROP),IR6,Ogre LV33,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-150
Ogre Fur (BOSS/MINIBOSS DROP),IR6,Ogre LV33,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-151
Necrophagous Bristle (BOSS/MINIBOSS DROP),IR7,Ogre LV33,HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-152
Iron Thread,IR6,Locked Chest (X70Y-97),HIDELL CATACOMBS >>> HIDELL CATACOMBS DEPTHS LV28 X:49 Y-153
Gala Mushroom,IR1,Mushroom Spot,ABANDONED HOUSE CELLAR LV4 X:196 Y:301
Goblin Horn,IR3,Goblin lv4,ABANDONED HOUSE CELLAR LV4 X:196 Y:302
Small Horn,IR1,Goblin lv4,ABANDONED HOUSE CELLAR LV4 X:196 Y:303
Bird Feather,IR1,Crates,ABANDONED HOUSE CELLAR LV4 X:196 Y:304
Animal Pelt,IR1,Crates,ABANDONED HOUSE CELLAR LV4 X:196 Y:305
Common Cloth,IR1,Locked Chest (X54Y51),ABANDONED HOUSE CELLAR LV4 X:196 Y:306
Goblin Horn,IR3,Goblin lv18,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:50
Small Horn,IR1,Goblin lv18,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:51
Mutated Bone Lump (BOSS/MINIBOSS DROP),IR7,Chimera lv20,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:52
Strong Lizardscale Pelt (BOSS/MINIBOSS DROP),IR6,Chimera lv20,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:53
Monster Gallstone,IR4,Chest (1) (Chimera room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:54
Unrefined Demon Wine,IR4,Chest (1) (Chimera room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:55
Green Grass Ring,IR1/LV1,Chest (1) (Chimera room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:56
Rough Thread,IR3,Chest (2)(Chimera room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:57
Monster Gallstone,IR4,Chest (2)(Chimera room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:58
Purple Anise,IR3,Plant Spot,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:59
Monster Gallstone,IR4,Chest (3),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:60
Unrefined Demon Wine,IR4,Chest (3),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:61
Small Thief's Key,IR4,Locked Chest (X42Y-48),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:62
Linen,IR3,Locked Chest (X42Y-48),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:63
Amethyst,IR3,Locked Chest (X42Y-48),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:64
Ogre Fur (BOSS/MINIBOSS DROP),IR6,Ogre lv21,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:65
Iron Ore,IR4,Mining Spot (Ogre room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:66
Hematite Sand,IR4,Mining Spot (Ogre room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:67
Unrefined Demon Wine,IR4,Chest (4)(Ogre room),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:68
Baby Herb,IR1,Plant Spot,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:69
Bird Feather,IR1,Harpy lv15,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:70
Harpy Pinion,IR2,Harpy lv15,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:71
Beast Fur,IR8,Chest (5),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:72
Magick Medal (BOSS/MINIBOSS DROP),IR7,Golem lv23,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:73
Leather Cord,IR4,Locked Chest (X64Y-113),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:74
Jasper Ornamental Pin,IR3/LV11,Locked Chest (X64Y-113),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:75
Iron Ingot,IR4,Locked Chest (X64Y-113),ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE LV 18 X:52 Y:76
Saurian Tail,IR2,Saurian lv5,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE >>> TEL'S WITHERED WELL LV5 X:35 Y:-113
Lizardscale Pelt,IR2,Saurian lv5,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE >>> TEL'S WITHERED WELL LV5 X:35 Y:-114
Gala Mushroom,IR1,Mushroom Spot,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE >>> TEL'S WITHERED WELL LV5 X:35 Y:-115
Bronze Ore,IR1,Mining Spot,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE >>> TEL'S WITHERED WELL LV5 X:35 Y:-116
Copper Ore,IR2,Mining Spot,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE >>> TEL'S WITHERED WELL LV5 X:35 Y:-117
Clear Water,IR2,Water Spot,ABANDONED HOUSE CELLAR >>> BLOCKED PASSAGE >>> TEL'S WITHERED WELL LV5 X:35 Y:-118
